text,label,label_id,source,sst_score
Imagine a really bad community theater production of West Side Story without the songs .,negative,0,sst,0.19444
This thing is just garbage .,negative,0,sst,0.13889
Long on twinkly-eyed close-ups and short on shame .,negative,0,sst,0.33333
An instant candidate for worst movie of the year .,negative,0,sst,0.013889
Twist open the Ouzo !,neutral,1,sst,0.58333
"A solid , psychological action film from Hong Kong .",positive,2,sst,0.68056
"Triple X is a double agent , and he 's one bad dude .",positive,2,sst,0.625
He 's worked too hard on this movie .,neutral,1,sst,0.54167
It 's tough to be startled when you 're almost dozing .,negative,0,sst,0.11111
A solidly seaworthy chiller .,positive,2,sst,0.68056
Viewers will need all the luck they can muster just figuring out who 's who in this pretentious mess .,negative,0,sst,0.16667
"Davis is funny , charming and quirky in her feature film acting debut as Amy .",positive,2,sst,0.75
"Though Frida is easier to swallow than Julie Taymor 's preposterous Titus , the eye candy here lacks considerable brio .",negative,0,sst,0.33333
Quitting offers piercing domestic drama with spikes of sly humor .,positive,2,sst,0.76389
Great fun both for sports aficionados and for ordinary louts whose idea of exercise is climbing the steps of a stadium-seat megaplex .,positive,2,sst,0.73611
"There is one surefire way to get a nomination for a best-foreign-film Oscar : Make a movie about whimsical folk who learn a nonchallenging , life-affirming lesson while walking around a foreign city with stunning architecture .",neutral,1,sst,0.54167
"Not once in the rush to save the day did I become very involved in the proceedings ; to me , it was just a matter of ` eh . '",negative,0,sst,0.33333
Anemic chronicle of money grubbing New Yorkers and their serial loveless hook ups .,neutral,1,sst,0.40278
Narc is all menace and atmosphere .,negative,0,sst,0.375
"Schmaltzy and unfunny , Adam Sandler 's cartoon about Hanukkah is numbingly bad , Little Nicky bad , 10 Worst List bad .",negative,0,sst,0.11111
Avary 's film never quite emerges from the shadow of Ellis ' book .,neutral,1,sst,0.43056
This movie seems to have been written using Mad-libs .,negative,0,sst,0.29167
But it 's also disappointing to a certain degree .,negative,0,sst,0.33333
The movie is so thoughtlessly assembled .,positive,2,sst,0.63889
Better than the tepid Star Trek : Insurrection ; falls short of First Contact because the villain could n't pick the lint off Borg Queen Alice Krige 's cape ; and finishes half a parsec -LRB- a nose -RRB- ahead of Generations .,neutral,1,sst,0.40278
"A fast , funny , highly enjoyable movie .",positive,2,sst,0.88889
"MacDowell , whose wifty Southern charm has anchored lighter affairs ... brings an absolutely riveting conviction to her role .",positive,2,sst,0.75
The movie fails to live up to the sum of its parts .,negative,0,sst,0.26389
"While its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving .",positive,2,sst,0.70833
"A brilliant , absurd collection of vignettes that , in their own idiosyncratic way , sum up the strange horror of life in the new millennium .",positive,2,sst,0.69444
It 's been 20 years since 48 Hrs .,neutral,1,sst,0.48611
A movie that at its best does n't just make the most out of its characters ' flaws but insists on the virtue of imperfection .,neutral,1,sst,0.59722
"If you do n't flee , you might be seduced .",neutral,1,sst,0.56944
But this is Lohman 's film .,neutral,1,sst,0.5
Uneven but a lot of fun .,positive,2,sst,0.68056
"a huge disappointment coming , as it does , from filmmakers and performers of this calibre",negative,0,sst,0.18056
"You may leave the theater with more questions than answers , but darned if your toes wo n't still be tapping .",positive,2,sst,0.69444
It 's a work by an artist so in control of both his medium and his message that he can improvise like a jazzman .,positive,2,sst,0.72222
An engaging criminal romp that will have viewers guessing just who 's being conned right up to the finale .,positive,2,sst,0.75
Leaves viewers out in the cold and undermines some phenomenal performances .,negative,0,sst,0.31944
"Fessenden continues to do interesting work , and it would be nice to see what he could make with a decent budget .",positive,2,sst,0.75
"There 's not much to Fatale , outside of its stylish surprises ... but that 's OK .",neutral,1,sst,0.41667
"Yet another genre exercise , Gangster No. 1 is as generic as its title .",negative,0,sst,0.23611
"In the end , though , it is only mildly amusing when it could have been so much more .",neutral,1,sst,0.52778
"In his latest effort , Storytelling , Solondz has finally made a movie that is n't just offensive -- it also happens to be good .",positive,2,sst,0.76389
"A movie just for Friday fans , critics be damned .",positive,2,sst,0.68056
"Bigelow handles the nuclear crisis sequences evenly but milks drama when she should be building suspense , and drags out too many scenes toward the end that should move quickly .",negative,0,sst,0.23611
The performances are remarkable .,positive,2,sst,1.0
A trite psychological thriller designed to keep the audience guessing and guessing -- which is not to be confused with suspecting -- until it comes time to wrap things up and send the viewers home .,neutral,1,sst,0.48611
"Defies logic , the laws of physics and almost anyone 's willingness to believe in it .",neutral,1,sst,0.44444
"Williams plays Sy , another of his open-faced , smiling madmen , like the killer in Insomnia .",neutral,1,sst,0.5
"This is a movie that refreshes the mind and spirit along with the body , so original is its content , look , and style .",positive,2,sst,0.95833
"Die Another Day is only intermittently entertaining but it 's hard not to be a sucker for its charms , or perhaps it 's just impossible not to feel nostalgia for movies you grew up with .",neutral,1,sst,0.59722
"An empty , ugly exercise in druggy trance-noir and trumped-up street credibility .",neutral,1,sst,0.44444
"If Kaufman kept Cameron Diaz a prisoner in a cage with her ape , in his latest , he 'd have them mate .",negative,0,sst,0.38889
"For those of us who respond more strongly to storytelling than computer-generated effects , the new Star Wars installment has n't escaped the rut dug by the last one .",negative,0,sst,0.27778
"Director of photography Benoit Delhomme shot the movie in delicious colors , and the costumes and sets are grand .",positive,2,sst,0.94444
"A pint-sized ` Goodfellas ' designed to appeal to the younger set , it 's not a very good movie in any objective sense , but it does mostly hold one 's interest .",neutral,1,sst,0.48611
The movie 's biggest offense is its complete and utter lack of tension .,negative,0,sst,0.27778
"A brisk , reverent , and subtly different sequel .",positive,2,sst,0.84722
... about as exciting to watch as two last-place basketball teams playing one another on the final day of the season .,negative,0,sst,0.13889
A poignant and gently humorous parable that loves its characters and communicates something rather beautiful about human nature .,positive,2,sst,0.90278
Do you say `` hi '' to your lover when you wake up in the morning ?,neutral,1,sst,0.5
What should have been a painless time-killer becomes instead a grating endurance test .,negative,0,sst,0.33333
I was sent a copyof this film to review on DVD .,neutral,1,sst,0.5
A hysterical yet humorless disquisition on the thin line between sucking face and literally sucking face .,negative,0,sst,0.22222
"It 's sweet , funny , charming , and completely delightful .",positive,2,sst,0.84722
Whether Jason X is this bad on purpose is never clear .,negative,0,sst,0.16667
"Sometimes , that 's enough .",neutral,1,sst,0.44444
"Not all of the stories work and the ones that do are thin and scattered , but the film works well enough to make it worth watching .",positive,2,sst,0.73611
The best drug addition movies are usually depressing but rewarding .,neutral,1,sst,0.54167
Starts out ballsy and stylish but fails to keep it up and settles into clich̩s .,negative,0,sst,0.31944
"Although it bangs a very cliched drum at times , this crowd-pleaser 's fresh dialogue , energetic music , and good-natured spunk are often infectious .",positive,2,sst,0.75
Real Women Have Curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by Ferrera and Ontiveros .,positive,2,sst,0.76389
"Secret Ballot is a funny , puzzling movie ambiguous enough to be engaging and oddly moving .",positive,2,sst,0.81944
"It arrives with an impeccable pedigree , mongrel pep , and almost indecipherable plot complications .",neutral,1,sst,0.44444
